user_id,book_id,hybrid_score,svd_score,knn_score,cb_score,rank
U0001,BOK_094,0.5,0.5,0.0,0.0,1
U0001,B0121,0.3,0.0,0.3,0.0,2
U0001,B0200,0.2723354958294718,0.0,0.2723354958294718,0.0,3
U0001,BOK_110,0.2596103218717656,0.2596103218717656,0.0,0.0,4
U0001,B0264,0.240454124189064,0.0,0.240454124189064,0.0,5
U0001,BOK_295,0.20958335832798763,0.20958335832798763,0.0,0.0,6
U0001,B0029,0.2,0.0,0.0,0.2,7
U0001,B0162,0.2,0.0,0.0,0.2,8
U0001,B0188,0.2,0.0,0.0,0.2,9
U0001,BOK_056,0.19395353240469607,0.19395353240469607,0.0,0.0,10
U0002,BOK_295,0.5,0.5,0.0,0.0,1
U0002,BOK_294,0.43563095914040173,0.43563095914040173,0.0,0.0,2
U0002,BOK_056,0.43436824668081364,0.43436824668081364,0.0,0.0,3
U0002,BOK_094,0.40302773118171265,0.40302773118171265,0.0,0.0,4
U0002,BOK_237,0.3549887072939872,0.3549887072939872,0.0,0.0,5
U0002,BOK_238,0.3423157689053221,0.3423157689053221,0.0,0.0,6
U0002,BOK_117,0.30786529308165156,0.30786529308165156,0.0,0.0,7
U0002,B0233,0.3,0.0,0.3,0.0,8
U0002,BOK_266,0.2,0.0,0.0,0.2,9
U0002,BOK_110,0.1814044990883196,0.1814044990883196,0.0,0.0,10
U0003,BOK_056,0.5,0.5,0.0,0.0,1
U0003,B0153,0.3,0.0,0.3,0.0,2
U0003,BOK_117,0.2559272536918312,0.2559272536918312,0.0,0.0,3
U0003,B0037,0.2,0.0,0.0,0.2,4
U0003,BOK_295,0.18843074246959587,0.18843074246959587,0.0,0.0,5
U0003,BOK_094,0.1796931974270136,0.1796931974270136,0.0,0.0,6
U0003,BOK_237,0.17711906823143778,0.17711906823143778,0.0,0.0,7
U0003,B0086,0.17288308508467656,0.0,0.17288308508467656,0.0,8
U0003,B0237,0.17288308508467656,0.0,0.17288308508467656,0.0,9
U0003,B0068,0.16921036523158536,0.0,0.16921036523158536,0.0,10
U0004,BOK_238,0.5,0.5,0.0,0.0,1
U0004,BOK_295,0.46634432955293176,0.46634432955293176,0.0,0.0,2
U0004,BOK_110,0.43397551075818447,0.43397551075818447,0.0,0.0,3
U0004,BOK_117,0.35709546353417637,0.35709546353417637,0.0,0.0,4
U0004,BOK_294,0.31521724093441505,0.31521724093441505,0.0,0.0,5
U0004,B0238,0.30246913580246915,0.0,0.3,0.0024691358024691336,6
U0004,BOK_056,0.22260180960647918,0.22260180960647918,0.0,0.0,7
U0004,B0233,0.20678243287443135,0.0,0.20678243287443135,0.0,8
U0004,B0123,0.2,0.0,0.0,0.2,9
U0004,B0104,0.09905147036959948,0.0,0.09905147036959948,0.0,10
U0005,BOK_117,0.5,0.5,0.0,0.0,1
U0005,BOK_110,0.34308314370559817,0.34308314370559817,0.0,0.0,2
U0005,B0154,0.30952380952380953,0.0,0.3,0.009523809523809521,3
U0005,BOK_094,0.30031214687504826,0.30031214687504826,0.0,0.0,4
U0005,BOK_167,0.2919328489599732,0.2919328489599732,0.0,0.0,5
U0005,B0136,0.2737586347013409,0.0,0.2737586347013409,0.0,6
U0005,B0282,0.24343762698090204,0.0,0.24343762698090204,0.0,7
U0005,BOK_056,0.2404945770379707,0.2404945770379707,0.0,0.0,8
U0005,BOK_295,0.2363669996833678,0.2363669996833678,0.0,0.0,9
U0005,B0233,0.2291236624678315,0.0,0.19579032913449818,0.03333333333333333,10
U0006,BOK_295,0.5,0.5,0.0,0.0,1
U0006,BOK_110,0.4081583615956055,0.4081583615956055,0.0,0.0,2
U0006,BOK_141,0.37087791071262827,0.37087791071262827,0.0,0.0,3
U0006,B0236,0.35185185185185186,0.0,0.3,0.05185185185185185,4
U0006,BOK_056,0.3396754167551875,0.3396754167551875,0.0,0.0,5
U0006,BOK_094,0.31757116381920847,0.31757116381920847,0.0,0.0,6
U0006,B0298,0.30097424042272125,0.0,0.10097424042272124,0.2,7
U0006,BOK_117,0.2730845556054367,0.2730845556054367,0.0,0.0,8
U0006,B0160,0.14910465286951413,0.0,0.1268824306472919,0.022222222222222227,9
U0006,BOK_009,0.13651890180542453,0.13651890180542453,0.0,0.0,10
U0007,BOK_056,0.5,0.5,0.0,0.0,1
U0007,B0091,0.3,0.0,0.3,0.0,2
U0007,BOK_094,0.2739408603507565,0.2739408603507565,0.0,0.0,3
U0007,BOK_110,0.2713831256966427,0.2713831256966427,0.0,0.0,4
U0007,B0183,0.2686141540601635,0.0,0.2686141540601635,0.0,5
U0007,B0080,0.2,0.0,0.0,0.2,6
U0007,B0217,0.19540949400104327,0.0,0.19540949400104327,0.0,7
U0007,BOK_295,0.18170205045559534,0.18170205045559534,0.0,0.0,8
U0007,BOK_273,0.17062397017333839,0.17062397017333839,0.0,0.0,9
U0007,BOK_117,0.14334018628082662,0.14334018628082662,0.0,0.0,10
U0008,BOK_295,0.5,0.5,0.0,0.0,1
U0008,BOK_110,0.459005277391019,0.459005277391019,0.0,0.0,2
U0008,BOK_094,0.4110373045244784,0.4110373045244784,0.0,0.0,3
U0008,BOK_117,0.3531725435526888,0.3531725435526888,0.0,0.0,4
U0008,B0063,0.3,0.0,0.3,0.0,5
U0008,B0116,0.2,0.0,0.0,0.2,6
U0008,BOK_141,0.17190902799291025,0.17190902799291025,0.0,0.0,7
U0008,BOK_056,0.1449649870780274,0.1449649870780274,0.0,0.0,8
U0008,B0118,0.1430729550478997,0.0,0.1430729550478997,0.0,9
U0008,B0120,0.1430729550478997,0.0,0.1430729550478997,0.0,10
U0009,BOK_056,0.5,0.5,0.0,0.0,1
U0009,BOK_110,0.3511251356903614,0.3511251356903614,0.0,0.0,2
U0009,B0233,0.3,0.0,0.3,0.0,3
U0009,BOK_295,0.21243791269540185,0.21243791269540185,0.0,0.0,4
U0009,B0060,0.2,0.0,0.0,0.2,5
U0009,BOK_266,0.2,0.0,0.0,0.2,6
U0009,BOK_294,0.13053605575604826,0.13053605575604826,0.0,0.0,7
U0009,BOK_094,0.12021431328348384,0.12021431328348384,0.0,0.0,8
U0009,BOK_141,0.10824495700019846,0.10824495700019846,0.0,0.0,9
U0009,B0149,0.0888888888888889,0.0,0.0,0.0888888888888889,10
U0010,BOK_056,0.5,0.5,0.0,0.0,1
U0010,B0170,0.4421052631578948,0.0,0.3,0.14210526315789476,2
U0010,B0269,0.2621577153602068,0.0,0.062157715360206825,0.2,3
U0010,BOK_009,0.2493019619755399,0.2493019619755399,0.0,0.0,4
U0010,BOK_110,0.2324279879130667,0.2324279879130667,0.0,0.0,5
U0010,BOK_094,0.16949601535054595,0.16949601535054595,0.0,0.0,6
U0010,BOK_117,0.1684493431693462,0.1684493431693462,0.0,0.0,7
U0010,BOK_294,0.15878018878332856,0.15878018878332856,0.0,0.0,8
U0010,B0240,0.14429056540752516,0.0,0.13376424961805147,0.010526315789473682,9
U0010,B0023,0.14210526315789476,0.0,0.0,0.14210526315789476,10
U0011,BOK_110,0.5,0.5,0.0,0.0,1
U0011,BOK_238,0.4909095923259957,0.4909095923259957,0.0,0.0,2
U0011,BOK_056,0.39180582792720703,0.39180582792720703,0.0,0.0,3
U0011,B0031,0.35185185185185186,0.0,0.3,0.05185185185185185,4
U0011,B0094,0.2742050810897179,0.0,0.2742050810897179,0.0,5
U0011,B0099,0.2,0.0,0.0,0.2,6
U0011,B0111,0.2,0.0,0.0,0.2,7
U0011,B0032,0.1526887876931817,0.0,0.13046656547095947,0.022222222222222227,8
U0011,B0136,0.1427738275944715,0.0,0.1427738275944715,0.0,9
U0011,BOK_237,0.13122413832060748,0.13122413832060748,0.0,0.0,10
U0012,BOK_056,0.5,0.5,0.0,0.0,1
U0012,B0038,0.31731601731601733,0.0,0.3,0.017316017316017316,2
U0012,BOK_117,0.27802556945691664,0.27802556945691664,0.0,0.0,3
U0012,BOK_094,0.2476441563402713,0.2476441563402713,0.0,0.0,4
U0012,B0031,0.20961652798227043,0.0,0.20153571990146235,0.00808080808080808,5
U0012,BOK_024,0.20379672391022707,0.20379672391022707,0.0,0.0,6
U0012,B0282,0.2,0.0,0.0,0.2,7
U0012,B0247,0.1898989898989899,0.0,0.0,0.1898989898989899,8
U0012,B0106,0.18356808294698124,0.0,0.07447717385607211,0.10909090909090911,9
U0012,B0172,0.15709656976494862,0.0,0.04800566067403952,0.10909090909090911,10
U0013,BOK_110,0.5,0.5,0.0,0.0,1
U0013,BOK_295,0.30358900696717833,0.30358900696717833,0.0,0.0,2
U0013,B0106,0.3,0.0,0.3,0.0,3
U0013,BOK_237,0.2995595262833931,0.2995595262833931,0.0,0.0,4
U0013,BOK_056,0.25817607905288653,0.25817607905288653,0.0,0.0,5
U0013,BOK_088,0.21395883273151092,0.21395883273151092,0.0,0.0,6
U0013,B0019,0.2,0.0,0.0,0.2,7
U0013,B0094,0.18579110863640355,0.0,0.18579110863640355,0.0,8
U0013,BOK_094,0.15148407257104632,0.15148407257104632,0.0,0.0,9
U0013,BOK_117,0.14318137044071766,0.14318137044071766,0.0,0.0,10
U0014,BOK_295,0.5,0.5,0.0,0.0,1
